Sample_Origin,Cell_type.refined,Cell_subtype,n_cells,mean_score,median_score,sd_score,score
PE,T/NK cells,Treg,519,0.00022259062,0.0,0.005070964,mast_cell
PE,,,4368,0.00091919466,0.0,0.012017897,mast_cell
mBrain,B lymphocytes,Follicular B cells,675,0.011053552,0.0,0.035967395,mast_cell
mBrain,B lymphocytes,MALT B cells,326,0.009688416,0.0,0.039029475,mast_cell
mBrain,B lymphocytes,Plasma cells,299,0.07413541,0.0,0.1337902,mast_cell
mBrain,Endothelial cells,Tumor ECs,155,0.015639566,0.0,0.053607196,mast_cell
mBrain,Epithelial cells,Malignant cells,15423,0.011632015,0.0,0.052701578,mast_cell
mBrain,Fibroblasts,FB-like cells,200,0.0040433584,0.0,0.024231246,mast_cell
mBrain,Fibroblasts,Pericytes,217,0.0021294844,0.0,0.015575331,mast_cell
mBrain,MAST cells,MAST,508,2.1388576,2.1717072,0.45975506,mast_cell
mBrain,Myeloid cells,Alveolar Mac,133,0.003474422,0.0,0.01980552,mast_cell
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.02421103,0.0,0.055745106,mast_cell
mBrain,Myeloid cells,Microglia/Mac,563,0.0008207782,0.0,0.011908326,mast_cell
mBrain,Myeloid cells,Monocytes,251,0.016603962,0.0,0.13139617,mast_cell
mBrain,Myeloid cells,Undetermined,445,0.00988961,0.0,0.03657052,mast_cell
mBrain,Myeloid cells,mo-Mac,3942,0.015667694,0.0,0.10320789,mast_cell
mBrain,T/NK cells,CD4+ Th,340,0.0047568926,0.0,0.022988345,mast_cell
mBrain,T/NK cells,CD8 low T,146,0.0007912639,0.0,0.009560878,mast_cell
mBrain,T/NK cells,Exhausted CD8+ T,364,0.0022216255,0.0,0.015887419,mast_cell
mBrain,T/NK cells,NK,306,0.013458874,0.0,0.10763425,mast_cell
mBrain,T/NK cells,Naive CD4+ T,259,0.006505486,0.0,0.02938345,mast_cell
mBrain,T/NK cells,Treg,348,0.009019519,0.0,0.048415516,mast_cell
mBrain,T/NK cells,Undetermined,801,0.020458316,0.0,0.05163999,mast_cell
mBrain,,,2835,0.010383716,0.0,0.053937547,mast_cell
mLN,B lymphocytes,Follicular B cells,5119,0.0010953724,0.0,0.037727274,mast_cell
mLN,B lymphocytes,GC B cells in the DZ,233,0.010728391,0.0,0.16376178,mast_cell
mLN,B lymphocytes,GC B cells in the LZ,149,0.0,0.0,0.0,mast_cell
mLN,B lymphocytes,MALT B cells,208,0.0016662192,0.0,0.01380686,mast_cell
mLN,B lymphocytes,Undetermined,270,0.00042786862,0.0,0.007030599,mast_cell
mLN,Epithelial cells,Malignant cells,2961,0.008648917,0.0,0.032237716,mast_cell
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.001737211,0.0,0.020034494,mast_cell
mLN,Myeloid cells,Monocytes,563,0.0004103891,0.0,0.006879364,mast_cell
mLN,Myeloid cells,Undetermined,545,0.25493863,0.0,0.77715194,mast_cell
mLN,Myeloid cells,mo-Mac,3841,0.0043366766,0.0,0.054062776,mast_cell
mLN,T/NK cells,CD4+ Th,491,0.0016469893,0.0,0.013709042,mast_cell
mLN,T/NK cells,CD8 low T,361,0.00096003764,0.0,0.010501987,mast_cell
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.0009469224,0.0,0.010437557,mast_cell
mLN,T/NK cells,Exhausted CD8+ T,492,0.0007044179,0.0,0.009002559,mast_cell
mLN,T/NK cells,NK,721,0.0017625102,0.0,0.016580988,mast_cell
mLN,T/NK cells,Naive CD4+ T,1757,0.0009862653,0.0,0.010631531,mast_cell
mLN,T/NK cells,Naive CD8+ T,231,0.0005001062,0.0,0.007600956,mast_cell
mLN,T/NK cells,Treg,633,0.000912516,0.0,0.012123724,mast_cell
mLN,T/NK cells,Undetermined,109,0.0021197163,0.0,0.015576001,mast_cell
mLN,,,1819,0.0018622332,0.0,0.015307342,mast_cell
nLN,B lymphocytes,Follicular B cells,8982,0.0005627336,0.0,0.017214144,mast_cell
nLN,B lymphocytes,GC B cells in the DZ,169,0.0,0.0,0.0,mast_cell
nLN,B lymphocytes,GC B cells in the LZ,132,0.0008751858,0.0,0.01005512,mast_cell
nLN,B lymphocytes,MALT B cells,525,0.016255409,0.0,0.1574849,mast_cell
nLN,B lymphocytes,Plasma cells,488,0.0007101918,0.0,0.009039228,mast_cell
nLN,B lymphocytes,Undetermined,276,0.0012557014,0.0,0.012000388,mast_cell
nLN,Myeloid cells,Activated DCs,122,0.0018938448,0.0,0.014730152,mast_cell
nLN,Myeloid cells,CD1c+ DCs,181,0.0051060566,0.0,0.023810402,mast_cell
nLN,Myeloid cells,Undetermined,868,0.013363159,0.0,0.1573197,mast_cell
nLN,T/NK cells,CD4+ Th,1159,0.00039870417,0.0,0.006777963,mast_cell
nLN,T/NK cells,CD8 low T,921,0.0,0.0,0.0,mast_cell
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.0006244569,0.0,0.008493532,mast_cell
nLN,T/NK cells,Exhausted CD8+ T,168,0.00068764604,0.0,0.008912911,mast_cell
nLN,T/NK cells,NK,307,0.0007526028,0.0,0.009309133,mast_cell
nLN,T/NK cells,Naive CD4+ T,13713,0.0003622515,0.0,0.0068964167,mast_cell
nLN,T/NK cells,Naive CD8+ T,1317,0.00026315384,0.0,0.005509494,mast_cell
nLN,T/NK cells,Treg,1516,0.00030481408,0.0,0.0059282184,mast_cell
nLN,T/NK cells,Undetermined,139,0.00083111174,0.0,0.009798663,mast_cell
nLN,,,6096,0.0047036055,0.0,0.085980214,mast_cell
nLung,B lymphocytes,Follicular B cells,332,0.008206752,0.0,0.036574256,mast_cell
nLung,B lymphocytes,GrB-secreting B cells,186,0.010922014,0.0,0.03486445,mast_cell
nLung,Endothelial cells,Lymphatic ECs,207,0.0016742685,0.0,0.013839842,mast_cell
nLung,Endothelial cells,Stalk-like ECs,322,0.01733968,0.0,0.12993442,mast_cell
nLung,Endothelial cells,Tip-like ECs,654,0.027290482,0.0,0.061745137,mast_cell
nLung,Epithelial cells,AT1,530,0.0033970668,0.0,0.021341795,mast_cell
nLung,Epithelial cells,AT2,2020,0.019697532,0.0,0.121540904,mast_cell
nLung,Epithelial cells,Ciliated,654,0.012392086,0.0,0.08515096,mast_cell
nLung,Epithelial cells,Club,439,0.016614404,0.0,0.097170316,mast_cell
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.005167364,0.0,0.024908343,mast_cell
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.0043493123,0.0,0.022809146,mast_cell
nLung,Fibroblasts,Undetermined,122,0.004734612,0.0,0.022997443,mast_cell
nLung,MAST cells,MAST,1079,2.0159762,2.0741923,0.48082942,mast_cell
nLung,Myeloid cells,Alveolar Mac,12211,0.016172852,0.0,0.04824008,mast_cell
nLung,Myeloid cells,CD141+ DCs,101,0.015538578,0.0,0.044269968,mast_cell
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.040559694,0.0,0.18988942,mast_cell
nLung,Myeloid cells,CD1c+ DCs,880,0.009868148,0.0,0.035414256,mast_cell
nLung,Myeloid cells,Monocytes,2319,0.008053779,0.0,0.043326043,mast_cell
nLung,Myeloid cells,mo-Mac,808,0.009485,0.0,0.037918493,mast_cell
nLung,T/NK cells,CD4+ Th,3101,0.0054946556,0.0,0.027817985,mast_cell
nLung,T/NK cells,CD8 low T,680,0.0033977802,0.0,0.01953313,mast_cell
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.0048207818,0.0,0.024193468,mast_cell
nLung,T/NK cells,Exhausted CD8+ T,177,0.0039160857,0.0,0.020965485,mast_cell
nLung,T/NK cells,NK,4752,0.0037906442,0.0,0.021817004,mast_cell
nLung,T/NK cells,Naive CD4+ T,280,0.0057762265,0.0,0.02705315,mast_cell
nLung,T/NK cells,Treg,196,0.0017682326,0.0,0.01421897,mast_cell
nLung,T/NK cells,Undetermined,106,0.009808687,0.0,0.03235443,mast_cell
nLung,,,6614,0.0036594372,0.0,0.021091927,mast_cell
tL/B,B lymphocytes,Follicular B cells,382,0.0033266225,0.0,0.02107788,mast_cell
tL/B,Epithelial cells,Malignant cells,6400,0.010486714,0.0,0.049790565,mast_cell
tL/B,Epithelial cells,,182,0.008359612,0.0,0.034423828,mast_cell
tL/B,Myeloid cells,Monocytes,499,0.0039357054,0.0,0.022218477,mast_cell
tL/B,Myeloid cells,Undetermined,195,1.0905837,0.11552453,1.2089549,mast_cell
tL/B,Myeloid cells,mo-Mac,460,0.012642364,0.0,0.040545616,mast_cell
tL/B,T/NK cells,CD4+ Th,252,0.0064180293,0.0,0.028449614,mast_cell
tL/B,T/NK cells,CD8 low T,342,0.008249981,0.0,0.10392908,mast_cell
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.0027885232,0.0,0.017761046,mast_cell
tL/B,T/NK cells,Exhausted CD8+ T,397,0.0046559004,0.0,0.022748556,mast_cell
tL/B,T/NK cells,NK,406,0.0021582495,0.0,0.016608097,mast_cell
tL/B,T/NK cells,Naive CD4+ T,410,0.00197237,0.0,0.014983807,mast_cell
tL/B,T/NK cells,Naive CD8+ T,105,0.0033007008,0.0,0.019338537,mast_cell
tL/B,T/NK cells,Treg,346,0.005871372,0.0,0.026106436,mast_cell
tL/B,,,963,0.0057292776,0.0,0.055362493,mast_cell
tLung,B lymphocytes,Follicular B cells,3580,0.012631999,0.0,0.041258726,mast_cell
tLung,B lymphocytes,MALT B cells,1126,0.0516538,0.0,0.10662421,mast_cell
tLung,B lymphocytes,Plasma cells,314,0.010669463,0.0,0.037123494,mast_cell
tLung,B lymphocytes,Undetermined,130,0.019550305,0.0,0.04348414,mast_cell
tLung,Endothelial cells,Stalk-like ECs,103,0.044481385,0.0,0.19974522,mast_cell
tLung,Endothelial cells,Tip-like ECs,168,0.051353198,0.0,0.085935995,mast_cell
tLung,Endothelial cells,Tumor ECs,274,0.022514105,0.0,0.060509335,mast_cell
tLung,Epithelial cells,tS1,3270,0.02157217,0.0,0.10177077,mast_cell
tLung,Epithelial cells,tS2,3018,0.037953764,0.0,0.09885507,mast_cell
tLung,Epithelial cells,,918,0.025269713,0.0,0.07831297,mast_cell
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.03674547,0.0,0.16302429,mast_cell
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.015330664,0.0,0.04290994,mast_cell
tLung,Fibroblasts,Myofibroblasts,245,0.03013972,0.0,0.13725044,mast_cell
tLung,Fibroblasts,Smooth muscle cells,139,0.021934964,0.0,0.081471935,mast_cell
tLung,Fibroblasts,Undetermined,111,0.010407615,0.0,0.033225924,mast_cell
tLung,MAST cells,MAST,1809,2.075305,2.0796297,0.51186126,mast_cell
tLung,Myeloid cells,Activated DCs,154,0.03801785,0.0,0.070257574,mast_cell
tLung,Myeloid cells,Alveolar Mac,1324,0.054634135,0.0,0.13834265,mast_cell
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.02674524,0.0,0.10991623,mast_cell
tLung,Myeloid cells,CD1c+ DCs,528,0.038758986,0.0,0.18015921,mast_cell
tLung,Myeloid cells,Monocytes,639,0.018667668,0.0,0.09918773,mast_cell
tLung,Myeloid cells,Undetermined,484,0.008710132,0.0,0.033998992,mast_cell
tLung,Myeloid cells,mo-Mac,4678,0.02483889,0.0,0.09479553,mast_cell
tLung,Myeloid cells,pDCs,116,0.019918023,0.0,0.04639994,mast_cell
tLung,T/NK cells,CD4+ Th,3572,0.009500584,0.0,0.036373556,mast_cell
tLung,T/NK cells,CD8 low T,785,0.0058255214,0.0,0.025605695,mast_cell
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.01045182,0.0,0.03510181,mast_cell
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.010111149,0.0,0.03408942,mast_cell
tLung,T/NK cells,Exhausted CD8+ T,1762,0.00443117,0.0,0.02268781,mast_cell
tLung,T/NK cells,Exhausted Tfh,385,0.005576673,0.0,0.02676701,mast_cell
tLung,T/NK cells,NK,739,0.008754227,0.0,0.032318126,mast_cell
tLung,T/NK cells,Naive CD4+ T,1743,0.014333834,0.0,0.04211206,mast_cell
tLung,T/NK cells,Naive CD8+ T,203,0.007967209,0.0,0.031516846,mast_cell
tLung,T/NK cells,Treg,1608,0.011447551,0.0,0.037270155,mast_cell
tLung,T/NK cells,Undetermined,262,0.01216313,0.0,0.037572473,mast_cell
tLung,,,5742,0.010185326,0.0,0.052537534,mast_cell
PE,B lymphocytes,Follicular B cells,3019,0.029679423,0.0,0.060618255,neutrophil
PE,B lymphocytes,MALT B cells,109,0.15446043,0.099021025,0.15503556,neutrophil
PE,B lymphocytes,Undetermined,152,0.03964074,0.0,0.07038627,neutrophil
PE,Epithelial cells,,396,0.18991622,0.12798283,0.2102978,neutrophil
PE,Myeloid cells,Pleural Mac,2713,0.8871438,0.9474288,0.411261,neutrophil
PE,Myeloid cells,Undetermined,142,0.5209565,0.53395283,0.36558172,neutrophil
PE,T/NK cells,CD8 low T,1691,0.035529472,0.0,0.061886515,neutrophil
PE,T/NK cells,Cytotoxic CD8+ T,149,0.04708458,0.0,0.0774217,neutrophil
PE,T/NK cells,Exhausted CD8+ T,438,0.037579533,0.0,0.06821509,neutrophil
PE,T/NK cells,NK,517,0.040340833,0.0,0.06389832,neutrophil
PE,T/NK cells,Naive CD4+ T,4365,0.028536825,0.0,0.06052921,neutrophil
PE,T/NK cells,Naive CD8+ T,1418,0.033864588,0.0,0.06179948,neutrophil
PE,T/NK cells,Treg,519,0.049462456,0.0,0.07690253,neutrophil
PE,,,4368,0.03714761,0.0,0.06706224,neutrophil
mBrain,B lymphocytes,Follicular B cells,675,0.03576889,0.0,0.06907624,neutrophil
mBrain,B lymphocytes,MALT B cells,326,0.08537238,0.0,0.14613213,neutrophil
mBrain,B lymphocytes,Plasma cells,299,0.029304612,0.0,0.062440883,neutrophil
mBrain,Endothelial cells,Tumor ECs,155,0.07789472,0.0,0.11955314,neutrophil
mBrain,Epithelial cells,Malignant cells,15423,0.24590853,0.15694462,0.29436037,neutrophil
mBrain,Fibroblasts,FB-like cells,200,0.21214831,0.19804205,0.18322694,neutrophil
mBrain,Fibroblasts,Pericytes,217,0.06595355,0.0,0.14759335,neutrophil
mBrain,MAST cells,MAST,508,0.02685227,0.0,0.06304424,neutrophil
mBrain,Myeloid cells,Alveolar Mac,133,0.91726846,0.8659224,0.5994576,neutrophil
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.44467047,0.3960841,0.32800803,neutrophil
mBrain,Myeloid cells,Microglia/Mac,563,0.15030742,0.099021025,0.16733259,neutrophil
mBrain,Myeloid cells,Monocytes,251,1.0496477,1.0736207,0.39445376,neutrophil
mBrain,Myeloid cells,Undetermined,445,0.24976142,0.19804205,0.24477945,neutrophil
mBrain,Myeloid cells,mo-Mac,3942,0.4461875,0.38686433,0.3321464,neutrophil
mBrain,T/NK cells,CD4+ Th,340,0.07797719,0.0,0.096176915,neutrophil
mBrain,T/NK cells,CD8 low T,146,0.06260474,0.0,0.110487744,neutrophil
mBrain,T/NK cells,Exhausted CD8+ T,364,0.053279437,0.0,0.07651911,neutrophil
mBrain,T/NK cells,NK,306,0.0881017,0.099021025,0.093484744,neutrophil
mBrain,T/NK cells,Naive CD4+ T,259,0.07829882,0.099021025,0.08814175,neutrophil
mBrain,T/NK cells,Treg,348,0.06871071,0.0,0.09802065,neutrophil
mBrain,T/NK cells,Undetermined,801,0.013479445,0.0,0.04333247,neutrophil
mBrain,,,2835,0.048477754,0.0,0.100135654,neutrophil
mLN,B lymphocytes,Follicular B cells,5119,0.019857245,0.0,0.046136294,neutrophil
mLN,B lymphocytes,GC B cells in the DZ,233,0.032393258,0.0,0.06411651,neutrophil
mLN,B lymphocytes,GC B cells in the LZ,149,0.020050047,0.0,0.043004896,neutrophil
mLN,B lymphocytes,MALT B cells,208,0.0856898,0.099021025,0.083877586,neutrophil
mLN,B lymphocytes,Undetermined,270,0.038281444,0.0,0.06643748,neutrophil
mLN,Epithelial cells,Malignant cells,2961,0.39533037,0.38686433,0.3281938,neutrophil
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.45571476,0.32894072,0.38912424,neutrophil
mLN,Myeloid cells,Monocytes,563,0.9537466,0.974132,0.37434676,neutrophil
mLN,Myeloid cells,Undetermined,545,0.17943737,0.099021025,0.2092853,neutrophil
mLN,Myeloid cells,mo-Mac,3841,0.50737053,0.4598394,0.33163092,neutrophil
mLN,T/NK cells,CD4+ Th,491,0.022779457,0.0,0.054232355,neutrophil
mLN,T/NK cells,CD8 low T,361,0.018952442,0.0,0.042513788,neutrophil
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.01768782,0.0,0.04053813,neutrophil
mLN,T/NK cells,Exhausted CD8+ T,492,0.020616215,0.0,0.04693906,neutrophil
mLN,T/NK cells,NK,721,0.032344997,0.0,0.05597863,neutrophil
mLN,T/NK cells,Naive CD4+ T,1757,0.019488083,0.0,0.04627676,neutrophil
mLN,T/NK cells,Naive CD8+ T,231,0.0191119,0.0,0.04072644,neutrophil
mLN,T/NK cells,Treg,633,0.026313161,0.0,0.057238016,neutrophil
mLN,T/NK cells,Undetermined,109,0.04489256,0.0,0.06866509,neutrophil
mLN,,,1819,0.029507335,0.0,0.0534649,neutrophil
nLN,B lymphocytes,Follicular B cells,8982,0.00163078,0.0,0.012936835,neutrophil
nLN,B lymphocytes,GC B cells in the DZ,169,0.008788848,0.0,0.0282446,neutrophil
nLN,B lymphocytes,GC B cells in the LZ,132,0.00075015926,0.0,0.008618674,neutrophil
nLN,B lymphocytes,MALT B cells,525,0.019950273,0.0,0.044858836,neutrophil
nLN,B lymphocytes,Plasma cells,488,0.0028407671,0.0,0.017721578,neutrophil
nLN,B lymphocytes,Undetermined,276,0.0014350873,0.0,0.011855531,neutrophil
nLN,Myeloid cells,Activated DCs,122,0.0061563174,0.0,0.025525674,neutrophil
nLN,Myeloid cells,CD1c+ DCs,181,0.12699258,0.099021025,0.19593258,neutrophil
nLN,Myeloid cells,Undetermined,868,0.1455382,0.099021025,0.20300378,neutrophil
nLN,T/NK cells,CD4+ Th,1159,0.00090434327,0.0,0.009831491,neutrophil
nLN,T/NK cells,CD8 low T,921,0.00043005875,0.0,0.006515059,neutrophil
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.002676244,0.0,0.019126456,neutrophil
nLN,T/NK cells,Exhausted CD8+ T,168,0.0029470543,0.0,0.016876927,neutrophil
nLN,T/NK cells,NK,307,0.0016127202,0.0,0.012554112,neutrophil
nLN,T/NK cells,Naive CD4+ T,13713,0.0012300172,0.0,0.011088071,neutrophil
nLN,T/NK cells,Naive CD8+ T,1317,0.0016980912,0.0,0.013682038,neutrophil
nLN,T/NK cells,Treg,1516,0.0016329325,0.0,0.012614799,neutrophil
nLN,T/NK cells,Undetermined,139,0.0049866703,0.0,0.021732839,neutrophil
nLN,,,6096,0.0016026231,0.0,0.014507604,neutrophil
nLung,B lymphocytes,Follicular B cells,332,0.021401333,0.0,0.05353013,neutrophil
nLung,B lymphocytes,GrB-secreting B cells,186,0.03305981,0.0,0.08103359,neutrophil
nLung,Endothelial cells,Lymphatic ECs,207,0.03068701,0.0,0.112602405,neutrophil
nLung,Endothelial cells,Stalk-like ECs,322,0.023267413,0.0,0.047111414,neutrophil
nLung,Endothelial cells,Tip-like ECs,654,0.022065306,0.0,0.05627609,neutrophil
nLung,Epithelial cells,AT1,530,0.024496423,0.0,0.07058387,neutrophil
nLung,Epithelial cells,AT2,2020,0.2032705,0.19804205,0.16390048,neutrophil
nLung,Epithelial cells,Ciliated,654,0.05789934,0.0,0.10760408,neutrophil
nLung,Epithelial cells,Club,439,0.07695813,0.0,0.12581663,neutrophil
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.02236949,0.0,0.050092325,neutrophil
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.031753138,0.0,0.06471645,neutrophil
nLung,Fibroblasts,Undetermined,122,0.082793854,0.0,0.20920284,neutrophil
nLung,MAST cells,MAST,1079,0.029717118,0.0,0.08710886,neutrophil
nLung,Myeloid cells,Alveolar Mac,12211,0.60575193,0.6109523,0.25445336,neutrophil
nLung,Myeloid cells,CD141+ DCs,101,0.05556913,0.0,0.07387069,neutrophil
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.3040906,0.25596565,0.28385308,neutrophil
nLung,Myeloid cells,CD1c+ DCs,880,0.12557918,0.099021025,0.17949098,neutrophil
nLung,Myeloid cells,Monocytes,2319,0.55663323,0.49510512,0.377448,neutrophil
nLung,Myeloid cells,mo-Mac,808,0.19670464,0.0,0.29771557,neutrophil
nLung,T/NK cells,CD4+ Th,3101,0.019496355,0.0,0.046497386,neutrophil
nLung,T/NK cells,CD8 low T,680,0.016664177,0.0,0.044322394,neutrophil
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.023443418,0.0,0.049238987,neutrophil
nLung,T/NK cells,Exhausted CD8+ T,177,0.020794373,0.0,0.04429521,neutrophil
nLung,T/NK cells,NK,4752,0.020561483,0.0,0.047178674,neutrophil
nLung,T/NK cells,Naive CD4+ T,280,0.021278884,0.0,0.052445292,neutrophil
nLung,T/NK cells,Treg,196,0.020342082,0.0,0.047216605,neutrophil
nLung,T/NK cells,Undetermined,106,0.03674974,0.0,0.06108499,neutrophil
nLung,,,6614,0.02301336,0.0,0.05509464,neutrophil
tL/B,B lymphocytes,Follicular B cells,382,0.02581457,0.0,0.055228215,neutrophil
tL/B,Epithelial cells,Malignant cells,6400,0.18469708,0.099021025,0.20673896,neutrophil
tL/B,Epithelial cells,,182,0.090030976,0.0,0.12971137,neutrophil
tL/B,Myeloid cells,Monocytes,499,0.92429316,0.9485537,0.36422214,neutrophil
tL/B,Myeloid cells,Undetermined,195,0.09573915,0.0,0.147462,neutrophil
tL/B,Myeloid cells,mo-Mac,460,0.3075974,0.19804205,0.29391038,neutrophil
tL/B,T/NK cells,CD4+ Th,252,0.020403367,0.0,0.04323975,neutrophil
tL/B,T/NK cells,CD8 low T,342,0.02273134,0.0,0.048572358,neutrophil
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.029565554,0.0,0.06616618,neutrophil
tL/B,T/NK cells,Exhausted CD8+ T,397,0.020975182,0.0,0.045043398,neutrophil
tL/B,T/NK cells,NK,406,0.031200113,0.0,0.05683496,neutrophil
tL/B,T/NK cells,Naive CD4+ T,410,0.030045344,0.0,0.060824495,neutrophil
tL/B,T/NK cells,Naive CD8+ T,105,0.016743878,0.0,0.04065857,neutrophil
tL/B,T/NK cells,Treg,346,0.02115639,0.0,0.0435608,neutrophil
tL/B,,,963,0.026069298,0.0,0.05450926,neutrophil
tLung,B lymphocytes,Follicular B cells,3580,0.010303031,0.0,0.03423913,neutrophil
tLung,B lymphocytes,MALT B cells,1126,0.032637846,0.0,0.059233714,neutrophil
tLung,B lymphocytes,Plasma cells,314,0.014298083,0.0,0.039774783,neutrophil
tLung,B lymphocytes,Undetermined,130,0.014156169,0.0,0.039013952,neutrophil
tLung,Endothelial cells,Stalk-like ECs,103,0.022039207,0.0,0.049634676,neutrophil
tLung,Endothelial cells,Tip-like ECs,168,0.025544979,0.0,0.0776112,neutrophil
tLung,Endothelial cells,Tumor ECs,274,0.020422101,0.0,0.04896632,neutrophil
tLung,Epithelial cells,tS1,3270,0.15979989,0.099021025,0.15320341,neutrophil
tLung,Epithelial cells,tS2,3018,0.27679023,0.2299197,0.2362767,neutrophil
tLung,Epithelial cells,,918,0.16909592,0.099021025,0.17414805,neutrophil
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.017056793,0.0,0.044441815,neutrophil
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.02236726,0.0,0.04759101,neutrophil
tLung,Fibroblasts,Myofibroblasts,245,0.033577602,0.0,0.06241574,neutrophil
tLung,Fibroblasts,Smooth muscle cells,139,0.02107578,0.0,0.046334088,neutrophil
tLung,Fibroblasts,Undetermined,111,0.025870044,0.0,0.07923453,neutrophil
tLung,MAST cells,MAST,1809,0.012106223,0.0,0.03968182,neutrophil
tLung,Myeloid cells,Activated DCs,154,0.043555487,0.0,0.07185959,neutrophil
tLung,Myeloid cells,Alveolar Mac,1324,0.73335826,0.71580505,0.36004394,neutrophil
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.31046852,0.19804205,0.31866738,neutrophil
tLung,Myeloid cells,CD1c+ DCs,528,0.114712164,0.099021025,0.15793476,neutrophil
tLung,Myeloid cells,Monocytes,639,0.7240288,0.7386406,0.38251856,neutrophil
